index,Body Type,Color,Condition,Engine Capacity (CC),Kilometers,Model,Transmission Type,Year,brand,price
3190,Sedan,Red,Used ,1600 cc," 185,000 KM",Bora,Manual,2001,Volkswagen,"140,000 EGP"
1050,Sedan,Blue,Used ,1600 cc," 223,000 KM",Elantra,Automatic,2009,Hyundai,"142,000 EGP"
2129,Sedan,Silver,Used ,1200 cc," 90,000 KM",Attrage,Automatic,2016,Mitsubishi,"142,000 EGP"
2130,Sedan,Factory Paint,Used ,1200 cc," 92,000 KM",Attrage,Automatic,2016,Mitsubishi,"142,000 EGP"
3074,SUV,Navy Blue,Used ,1000 cc," 1,000 KM",Spresso,Manual,2021,Suzuki,"142,000 EGP"
306,Sedan,Blue,Used ,1500 cc," 59,000 KM",F3,Manual,2019,BYD,"143,000 EGP"
1261,Sedan,Gray,Used ,1600 cc," 100,000 KM",1.6,Manual,2017,Hyundai,"143,000 EGP"
2450,Hatchback,Blue,Used ,1600 cc," 119,000 KM",308,Automatic,2011,Peugeot,"144,000 EGP"
3090,Van,NA, New ,1000 cc,0 KM,Van,Manual,2020,Suzuki,"144,000 EGP"
411,Sedan,Gray,Used ,1500 cc," 106,000 KM",Aveo,Automatic,2018,Chevrolet,"145,000 EGP"
445,Sedan,Black,Used ,1500 cc," 40,000 KM",Lanos,Manual,2019,Chevrolet,"145,000 EGP"
446,Sedan,Black,Used ,1500 cc," 45,000 KM",Lanos,Manual,2019,Chevrolet,"145,000 EGP"
508,Sedan,Bronze,Used ,1600 cc," 90,000 KM",C-Elysee,Automatic,2014,Citroen,"145,000 EGP"
650,Hatchback,Black,Used ,1500 cc," 265,000 KM",Terios,Automatic,2009,Daihatsu,"145,000 EGP"
724,Hatchback,Dark Grey,Used ,1400 cc," 210,000 KM",Punto,Manual,2016,Fiat,"145,000 EGP"
727,Hatchback,Dark Grey,Used ,1400 cc," 74,000 KM",Punto,Manual,2015,Fiat,"145,000 EGP"
788,Sedan,White,Used ,1600 cc," 20,000 KM",Tipo,Automatic,2021,Fiat,"145,000 EGP"
789,Sedan,White,Used ,1600 cc," 20,000 KM",Tipo,Automatic,2021,Fiat,"145,000 EGP"
989,Sedan,Black,Used ,1600 cc," 165,000 KM",Accent,Automatic,2014,Hyundai,"145,000 EGP"
1131,Hatchback,Baby Blue,Used ,1600 cc," 86,000 KM",Getz,Automatic,2011,Hyundai,"145,000 EGP"
1132,Hatchback,Silver,Used ,1600 cc," 173,000 KM",Getz,Automatic,2011,Hyundai,"145,000 EGP"
1211,Sedan,Maroon,Used ,2000 cc," 170,000 KM",Sonata,Automatic,2009,Hyundai,"145,000 EGP"
1344,Hatchback,Black,Used ,3700 cc," 198,000 KM",Liberty,Automatic,2004,Jeep,"145,000 EGP"
1346,SUV,Gold,Used ,3700 cc," 300,000 KM",Liberty,Automatic,2003,Jeep,"145,000 EGP"
2132,Sedan,Silver,Used ,1300 cc," 90,000 KM",Attrage,Automatic,2015,Mitsubishi,"145,000 EGP"
2205,Sedan,Bronze,Used ,1600 cc," 150,000 KM",Bluebird,Automatic,2011,Nissan,"145,000 EGP"
2285,Sedan,Factory Paint,Used ,1600 cc," 140,000 KM",Tiida,Automatic,2010,Nissan,"145,000 EGP"
2437,Station,Silver,Used ,1600 cc," 104,000 KM",307,Automatic,2007,Peugeot,"145,000 EGP"
3191,Sedan,Navy Blue,Used ,1600 cc," 220,000 KM",Bora,Automatic,2001,Volkswagen,"145,000 EGP"
3275,Hatchback,Silver,Used ,1600 cc," 165,000 KM",Touran,Manual,2008,Volkswagen,"145,000 EGP"
300,Sedan,Blue,Used ,1500 cc," 20,000 KM",F3,Manual,2020,BYD,"146,000 EGP"
2712,Sedan,Factory Paint,Used ,1600 cc," 15,000 KM",Logan,Manual,2020,Renault,"146,000 EGP"
3075,SUV,Blue,Used ,1000 cc," 1,000 KM",Spresso,Manual,2021,Suzuki,"146,000 EGP"
3073,SUV,NA, New ,1000 cc,0 KM,Spresso,Manual,2021,Suzuki,"146,900 EGP"
1130,Hatchback,Black,Used ,1600 cc," 104,000 KM",Getz,Automatic,2011,Hyundai,"147,000 EGP"
